peripheral,register,field_name,alt_name,key,correct_value,svd_value,agent_value,status,page,set_method,derived_from
ftm0,outinit,ch0oi,,bit_offset,0,0,,verified,,imported,
ftm0,outinit,ch0oi,,bit_width,1,1,,verified,,imported,
ftm0,outinit,ch0oi,,access,read-write,read-write,,verified,,imported,
ftm0,outinit,ch1oi,,bit_offset,1,1,,verified,,imported,
ftm0,outinit,ch1oi,,bit_width,1,1,,verified,,imported,
ftm0,outinit,ch1oi,,access,read-write,read-write,,verified,,imported,
ftm0,outinit,ch2oi,,bit_offset,2,2,,verified,,imported,
ftm0,outinit,ch2oi,,bit_width,1,1,,verified,,imported,
ftm0,outinit,ch2oi,,access,read-write,read-write,,verified,,imported,
ftm0,outinit,ch3oi,,bit_offset,3,3,,verified,,imported,
ftm0,outinit,ch3oi,,bit_width,1,1,,verified,,imported,
ftm0,outinit,ch3oi,,access,read-write,read-write,,verified,,imported,
ftm0,outinit,ch4oi,,bit_offset,4,4,,verified,,imported,
ftm0,outinit,ch4oi,,bit_width,1,1,,verified,,imported,
ftm0,outinit,ch4oi,,access,read-write,read-write,,verified,,imported,
ftm0,outinit,ch5oi,,bit_offset,5,5,,verified,,imported,
ftm0,outinit,ch5oi,,bit_width,1,1,,verified,,imported,
ftm0,outinit,ch5oi,,access,read-write,read-write,,verified,,imported,
ftm0,outinit,ch6oi,,bit_offset,6,6,,verified,,imported,
ftm0,outinit,ch6oi,,bit_width,1,1,,verified,,imported,
ftm0,outinit,ch6oi,,access,read-write,read-write,,verified,,imported,
ftm0,outinit,ch7oi,,bit_offset,7,7,,verified,,imported,
ftm0,outinit,ch7oi,,bit_width,1,1,,verified,,imported,
ftm0,outinit,ch7oi,,access,read-write,read-write,,verified,,imported,
ftm0,outmask,,,address_offset,0x60,0x60,,verified,,imported,
ftm0,outmask,,,reset_value,0,0,,verified,,imported,
ftm0,outmask,,,size,32,32,,verified,,imported,
ftm0,outmask,ch0om,,bit_offset,0,0,,verified,,imported,
ftm0,outmask,ch0om,,bit_width,1,1,,verified,,imported,
ftm0,outmask,ch0om,,access,read-write,read-write,,verified,,imported,
ftm0,outmask,ch1om,,bit_offset,1,1,,verified,,imported,
ftm0,outmask,ch1om,,bit_width,1,1,,verified,,imported,
ftm0,outmask,ch1om,,access,read-write,read-write,,verified,,imported,
ftm0,outmask,ch2om,,bit_offset,2,2,,verified,,imported,
ftm0,outmask,ch2om,,bit_width,1,1,,verified,,imported,
ftm0,outmask,ch2om,,access,read-write,read-write,,verified,,imported,
ftm0,outmask,ch3om,,bit_offset,3,3,,verified,,imported,
ftm0,outmask,ch3om,,bit_width,1,1,,verified,,imported,
ftm0,outmask,ch3om,,access,read-write,read-write,,verified,,imported,
ftm0,outmask,ch4om,,bit_offset,4,4,,verified,,imported,
ftm0,outmask,ch4om,,bit_width,1,1,,verified,,imported,
ftm0,outmask,ch4om,,access,read-write,read-write,,verified,,imported,
ftm0,outmask,ch5om,,bit_offset,5,5,,verified,,imported,
ftm0,outmask,ch5om,,bit_width,1,1,,verified,,imported,
ftm0,outmask,ch5om,,access,read-write,read-write,,verified,,imported,
ftm0,outmask,ch6om,,bit_offset,6,6,,verified,,imported,
ftm0,outmask,ch6om,,bit_width,1,1,,verified,,imported,
ftm0,outmask,ch6om,,access,read-write,read-write,,verified,,imported,
ftm0,outmask,ch7om,,bit_offset,7,7,,verified,,imported,
ftm0,outmask,ch7om,,bit_width,1,1,,verified,,imported,
ftm0,outmask,ch7om,,access,read-write,read-write,,verified,,imported,
ftm0,combine,,,address_offset,0x64,0x64,,verified,,imported,
ftm0,combine,,,reset_value,0,0,,verified,,imported,
ftm0,combine,,,size,32,32,,verified,,imported,
ftm0,combine,combine0,,bit_offset,0,0,,verified,,imported,
ftm0,combine,combine0,,bit_width,1,1,,verified,,imported,
ftm0,combine,combine0,,access,read-write,read-write,,verified,,imported,
ftm0,combine,comp0,,bit_offset,1,1,,verified,,imported,
ftm0,combine,comp0,,bit_width,1,1,,verified,,imported,
ftm0,combine,comp0,,access,read-write,read-write,,verified,,imported,
ftm0,combine,decapen0,,bit_offset,2,2,,verified,,imported,
ftm0,combine,decapen0,,bit_width,1,1,,verified,,imported,
ftm0,combine,decapen0,,access,read-write,read-write,,verified,,imported,
ftm0,combine,decap0,,bit_offset,3,3,,verified,,imported,
ftm0,combine,decap0,,bit_width,1,1,,verified,,imported,
ftm0,combine,decap0,,access,read-write,read-write,,verified,,imported,
ftm0,combine,dten0,,bit_offset,4,4,,verified,,imported,
ftm0,combine,dten0,,bit_width,1,1,,verified,,imported,
ftm0,combine,dten0,,access,read-write,read-write,,verified,,imported,
ftm0,combine,syncen0,,bit_offset,5,5,,verified,,imported,
ftm0,combine,syncen0,,bit_width,1,1,,verified,,imported,
ftm0,combine,syncen0,,access,read-write,read-write,,verified,,imported,
ftm0,combine,faulten0,,bit_offset,6,6,,verified,,imported,
ftm0,combine,faulten0,,bit_width,1,1,,verified,,imported,
ftm0,combine,faulten0,,access,read-write,read-write,,verified,,imported,
ftm0,combine,combine1,,bit_offset,8,8,,verified,,imported,
ftm0,combine,combine1,,bit_width,1,1,,verified,,imported,
ftm0,combine,combine1,,access,read-write,read-write,,verified,,imported,
ftm0,combine,comp1,,bit_offset,9,9,,verified,,imported,
ftm0,combine,comp1,,bit_width,1,1,,verified,,imported,
ftm0,combine,comp1,,access,read-write,read-write,,verified,,imported,
ftm0,combine,decapen1,,bit_offset,10,10,,verified,,imported,
ftm0,combine,decapen1,,bit_width,1,1,,verified,,imported,
ftm0,combine,decapen1,,access,read-write,read-write,,verified,,imported,
ftm0,combine,decap1,,bit_offset,11,11,,verified,,imported,
ftm0,combine,decap1,,bit_width,1,1,,verified,,imported,
ftm0,combine,decap1,,access,read-write,read-write,,verified,,imported,
ftm0,combine,dten1,,bit_offset,12,12,,verified,,imported,
ftm0,combine,dten1,,bit_width,1,1,,verified,,imported,
ftm0,combine,dten1,,access,read-write,read-write,,verified,,imported,
ftm0,combine,syncen1,,bit_offset,13,13,,verified,,imported,
ftm0,combine,syncen1,,bit_width,1,1,,verified,,imported,
ftm0,combine,syncen1,,access,read-write,read-write,,verified,,imported,
ftm0,combine,faulten1,,bit_offset,14,14,,verified,,imported,
ftm0,combine,faulten1,,bit_width,1,1,,verified,,imported,
ftm0,combine,faulten1,,access,read-write,read-write,,verified,,imported,
ftm0,combine,combine2,,bit_offset,16,16,,verified,,imported,
ftm0,combine,combine2,,bit_width,1,1,,verified,,imported,
ftm0,combine,combine2,,access,read-write,read-write,,verified,,imported,
ftm0,combine,comp2,,bit_offset,17,17,,verified,,imported,
ftm0,combine,comp2,,bit_width,1,1,,verified,,imported,
ftm0,combine,comp2,,access,read-write,read-write,,verified,,imported,
ftm0,combine,decapen2,,bit_offset,18,18,,verified,,imported,
ftm0,combine,decapen2,,bit_width,1,1,,verified,,imported,
ftm0,combine,decapen2,,access,read-write,read-write,,verified,,imported,
ftm0,combine,decap2,,bit_offset,19,19,,verified,,imported,
ftm0,combine,decap2,,bit_width,1,1,,verified,,imported,
ftm0,combine,decap2,,access,read-write,read-write,,verified,,imported,
ftm0,combine,dten2,,bit_offset,20,20,,verified,,imported,
ftm0,combine,dten2,,bit_width,1,1,,verified,,imported,
ftm0,combine,dten2,,access,read-write,read-write,,verified,,imported,
ftm0,combine,syncen2,,bit_offset,21,21,,verified,,imported,
ftm0,combine,syncen2,,bit_width,1,1,,verified,,imported,
ftm0,combine,syncen2,,access,read-write,read-write,,verified,,imported,
ftm0,combine,faulten2,,bit_offset,22,22,,verified,,imported,
ftm0,combine,faulten2,,bit_width,1,1,,verified,,imported,
ftm0,combine,faulten2,,access,read-write,read-write,,verified,,imported,
ftm0,combine,combine3,,bit_offset,24,24,,verified,,imported,
ftm0,combine,combine3,,bit_width,1,1,,verified,,imported,
ftm0,combine,combine3,,access,read-write,read-write,,verified,,imported,
ftm0,combine,comp3,,bit_offset,25,25,,verified,,imported,
ftm0,combine,comp3,,bit_width,1,1,,verified,,imported,
ftm0,combine,comp3,,access,read-write,read-write,,verified,,imported,
ftm0,combine,decapen3,,bit_offset,26,26,,verified,,imported,
ftm0,combine,decapen3,,bit_width,1,1,,verified,,imported,
ftm0,combine,decapen3,,access,read-write,read-write,,verified,,imported,
ftm0,combine,decap3,,bit_offset,27,27,,verified,,imported,
ftm0,combine,decap3,,bit_width,1,1,,verified,,imported,
ftm0,combine,decap3,,access,read-write,read-write,,verified,,imported,
ftm0,combine,dten3,,bit_offset,28,28,,verified,,imported,
ftm0,combine,dten3,,bit_width,1,1,,verified,,imported,
ftm0,combine,dten3,,access,read-write,read-write,,verified,,imported,
ftm0,combine,syncen3,,bit_offset,29,29,,verified,,imported,
ftm0,combine,syncen3,,bit_width,1,1,,verified,,imported,
ftm0,combine,syncen3,,access,read-write,read-write,,verified,,imported,
ftm0,combine,faulten3,,bit_offset,30,30,,verified,,imported,
ftm0,combine,faulten3,,bit_width,1,1,,verified,,imported,
ftm0,combine,faulten3,,access,read-write,read-write,,verified,,imported,
ftm0,deadtime,,,address_offset,0x68,0x68,,verified,,imported,
ftm0,deadtime,,,reset_value,0,0,,verified,,imported,
ftm0,deadtime,,,size,32,32,,verified,,imported,
ftm0,deadtime,dtval,,bit_offset,0,0,,verified,,imported,
ftm0,deadtime,dtval,,bit_width,6,6,,verified,,imported,
ftm0,deadtime,dtval,,access,read-write,read-write,,verified,,imported,
ftm0,deadtime,dtps,,bit_offset,6,6,,verified,,imported,
ftm0,deadtime,dtps,,bit_width,2,2,,verified,,imported,
ftm0,deadtime,dtps,,access,read-write,read-write,,verified,,imported,
ftm0,exttrig,,,address_offset,0x6C,0x6C,,verified,,imported,
ftm0,exttrig,,,reset_value,0,0,,verified,,imported,
ftm0,exttrig,,,size,32,32,,verified,,imported,
ftm0,exttrig,ch2trig,,bit_offset,0,0,,verified,,imported,
ftm0,exttrig,ch2trig,,bit_width,1,1,,verified,,imported,
ftm0,exttrig,ch2trig,,access,read-write,read-write,,verified,,imported,
ftm0,exttrig,ch3trig,,bit_offset,1,1,,verified,,imported,
ftm0,exttrig,ch3trig,,bit_width,1,1,,verified,,imported,
ftm0,exttrig,ch3trig,,access,read-write,read-write,,verified,,imported,
ftm0,exttrig,ch4trig,,bit_offset,2,2,,verified,,imported,
ftm0,exttrig,ch4trig,,bit_width,1,1,,verified,,imported,
ftm0,exttrig,ch4trig,,access,read-write,read-write,,verified,,imported,
ftm0,exttrig,ch5trig,,bit_offset,3,3,,verified,,imported,
ftm0,exttrig,ch5trig,,bit_width,1,1,,verified,,imported,
ftm0,exttrig,ch5trig,,access,read-write,read-write,,verified,,imported,
ftm0,exttrig,ch0trig,,bit_offset,4,4,,verified,,imported,
ftm0,exttrig,ch0trig,,bit_width,1,1,,verified,,imported,
ftm0,exttrig,ch0trig,,access,read-write,read-write,,verified,,imported,
ftm0,exttrig,ch1trig,,bit_offset,5,5,,verified,,imported,
ftm0,exttrig,ch1trig,,bit_width,1,1,,verified,,imported,
ftm0,exttrig,ch1trig,,access,read-write,read-write,,verified,,imported,
ftm0,exttrig,inittrigen,,bit_offset,6,6,,verified,,imported,
ftm0,exttrig,inittrigen,,bit_width,1,1,,verified,,imported,
ftm0,exttrig,inittrigen,,access,read-write,read-write,,verified,,imported,
ftm0,exttrig,trigf,,bit_offset,7,7,,verified,,imported,
ftm0,exttrig,trigf,,bit_width,1,1,,verified,,imported,
ftm0,exttrig,trigf,,access,read-write,read-write,,verified,,imported,
ftm0,pol,,,address_offset,0x70,0x70,,verified,,imported,
ftm0,pol,,,reset_value,0,0,,verified,,imported,
ftm0,pol,,,size,32,32,,verified,,imported,
ftm0,pol,pol0,,bit_offset,0,0,,verified,,imported,
ftm0,pol,pol0,,bit_width,1,1,,verified,,imported,
ftm0,pol,pol0,,access,read-write,read-write,,verified,,imported,
ftm0,pol,pol1,,bit_offset,1,1,,verified,,imported,
ftm0,pol,pol1,,bit_width,1,1,,verified,,imported,
ftm0,pol,pol1,,access,read-write,read-write,,verified,,imported,
ftm0,pol,pol2,,bit_offset,2,2,,verified,,imported,
ftm0,pol,pol2,,bit_width,1,1,,verified,,imported,
ftm0,pol,pol2,,access,read-write,read-write,,verified,,imported,
ftm0,pol,pol3,,bit_offset,3,3,,verified,,imported,
ftm0,pol,pol3,,bit_width,1,1,,verified,,imported,
ftm0,pol,pol3,,access,read-write,read-write,,verified,,imported,
ftm0,pol,pol4,,bit_offset,4,4,,verified,,imported,
ftm0,pol,pol4,,bit_width,1,1,,verified,,imported,
ftm0,pol,pol4,,access,read-write,read-write,,verified,,imported,
ftm0,pol,pol5,,bit_offset,5,5,,verified,,imported,
ftm0,pol,pol5,,bit_width,1,1,,verified,,imported,
ftm0,pol,pol5,,access,read-write,read-write,,verified,,imported,
ftm0,pol,pol6,,bit_offset,6,6,,verified,,imported,
ftm0,pol,pol6,,bit_width,1,1,,verified,,imported,
ftm0,pol,pol6,,access,read-write,read-write,,verified,,imported,
ftm0,pol,pol7,,bit_offset,7,7,,verified,,imported,
ftm0,pol,pol7,,bit_width,1,1,,verified,,imported,
ftm0,pol,pol7,,access,read-write,read-write,,verified,,imported,
ftm0,fms,,,address_offset,0x74,0x74,,verified,,imported,
ftm0,fms,,,reset_value,0,0,,verified,,imported,
ftm0,fms,,,size,32,32,,verified,,imported,
ftm0,fms,faultf0,,bit_offset,0,0,,verified,,imported,
ftm0,fms,faultf0,,bit_width,1,1,,verified,,imported,
ftm0,fms,faultf0,,access,read-write,read-write,,verified,,imported,
ftm0,fms,faultf1,,bit_offset,1,1,,verified,,imported,
ftm0,fms,faultf1,,bit_width,1,1,,verified,,imported,
ftm0,fms,faultf1,,access,read-write,read-write,,verified,,imported,
ftm0,fms,faultf2,,bit_offset,2,2,,verified,,imported,
ftm0,fms,faultf2,,bit_width,1,1,,verified,,imported,
ftm0,fms,faultf2,,access,read-write,read-write,,verified,,imported,
ftm0,fms,faultf3,,bit_offset,3,3,,verified,,imported,
ftm0,fms,faultf3,,bit_width,1,1,,verified,,imported,
ftm0,fms,faultf3,,access,read-write,read-write,,verified,,imported,
ftm0,fms,faultin,,bit_offset,5,5,,verified,,imported,
ftm0,fms,faultin,,bit_width,1,1,,verified,,imported,
ftm0,fms,faultin,,access,read-only,read-only,,verified,,imported,
ftm0,fms,wpen,,bit_offset,6,6,,verified,,imported,
ftm0,fms,wpen,,bit_width,1,1,,verified,,imported,
ftm0,fms,wpen,,access,read-write,read-write,,verified,,imported,
ftm0,fms,faultf,,bit_offset,7,7,,verified,,imported,
ftm0,fms,faultf,,bit_width,1,1,,verified,,imported,
ftm0,fms,faultf,,access,read-write,read-write,,verified,,imported,
ftm0,filter,,,address_offset,0x78,0x78,,verified,,imported,
ftm0,filter,,,reset_value,0,0,,verified,,imported,
ftm0,filter,,,size,32,32,,verified,,imported,
ftm0,filter,ch0fval,,bit_offset,0,0,,verified,,imported,
ftm0,filter,ch0fval,,bit_width,4,4,,verified,,imported,
ftm0,filter,ch0fval,,access,read-write,read-write,,verified,,imported,
ftm0,filter,ch1fval,,bit_offset,4,4,,verified,,imported,
ftm0,filter,ch1fval,,bit_width,4,4,,verified,,imported,
ftm0,filter,ch1fval,,access,read-write,read-write,,verified,,imported,
ftm0,filter,ch2fval,,bit_offset,8,8,,verified,,imported,
ftm0,filter,ch2fval,,bit_width,4,4,,verified,,imported,
ftm0,filter,ch2fval,,access,read-write,read-write,,verified,,imported,
ftm0,filter,ch3fval,,bit_offset,12,12,,verified,,imported,
ftm0,filter,ch3fval,,bit_width,4,4,,verified,,imported,
ftm0,filter,ch3fval,,access,read-write,read-write,,verified,,imported,
ftm0,fltctrl,,,address_offset,0x7C,0x7C,,verified,,imported,
ftm0,fltctrl,,,reset_value,0,0,,verified,,imported,
ftm0,fltctrl,,,size,32,32,,verified,,imported,
ftm0,fltctrl,fault0en,,bit_offset,0,0,,verified,,imported,
ftm0,fltctrl,fault0en,,bit_width,1,1,,verified,,imported,
ftm0,fltctrl,fault0en,,access,read-write,read-write,,verified,,imported,
ftm0,fltctrl,fault1en,,bit_offset,1,1,,verified,,imported,
ftm0,fltctrl,fault1en,,bit_width,1,1,,verified,,imported,
ftm0,fltctrl,fault1en,,access,read-write,read-write,,verified,,imported,
ftm0,fltctrl,fault2en,,bit_offset,2,2,,verified,,imported,
ftm0,fltctrl,fault2en,,bit_width,1,1,,verified,,imported,
ftm0,fltctrl,fault2en,,access,read-write,read-write,,verified,,imported,
ftm0,fltctrl,fault3en,,bit_offset,3,3,,verified,,imported,
ftm0,fltctrl,fault3en,,bit_width,1,1,,verified,,imported,
ftm0,fltctrl,fault3en,,access,read-write,read-write,,verified,,imported,
ftm0,fltctrl,ffltr0en,,bit_offset,4,4,,verified,,imported,
ftm0,fltctrl,ffltr0en,,bit_width,1,1,,verified,,imported,
ftm0,fltctrl,ffltr0en,,access,read-write,read-write,,verified,,imported,
ftm0,fltctrl,ffltr1en,,bit_offset,5,5,,verified,,imported,
ftm0,fltctrl,ffltr1en,,bit_width,1,1,,verified,,imported,
ftm0,fltctrl,ffltr1en,,access,read-write,read-write,,verified,,imported,
ftm0,fltctrl,ffltr2en,,bit_offset,6,6,,verified,,imported,
ftm0,fltctrl,ffltr2en,,bit_width,1,1,,verified,,imported,
ftm0,fltctrl,ffltr2en,,access,read-write,read-write,,verified,,imported,
ftm0,fltctrl,ffltr3en,,bit_offset,7,7,,verified,,imported,
ftm0,fltctrl,ffltr3en,,bit_width,1,1,,verified,,imported,
ftm0,fltctrl,ffltr3en,,access,read-write,read-write,,verified,,imported,
ftm0,fltctrl,ffval,,bit_offset,8,8,,verified,,imported,
ftm0,fltctrl,ffval,,bit_width,4,4,,verified,,imported,
ftm0,fltctrl,ffval,,access,read-write,read-write,,verified,,imported,
ftm0,conf,,,address_offset,0x84,0x84,,verified,,imported,
ftm0,conf,,,reset_value,0,0,,verified,,imported,
ftm0,conf,,,size,32,32,,verified,,imported,
ftm0,conf,numtof,,bit_offset,0,0,,verified,,imported,
ftm0,conf,numtof,,bit_width,5,5,,verified,,imported,
ftm0,conf,numtof,,access,read-write,read-write,,verified,,imported,
ftm0,conf,bdmmode,,bit_offset,6,6,,verified,,imported,
ftm0,conf,bdmmode,,bit_width,2,2,,verified,,imported,
ftm0,conf,bdmmode,,access,read-write,read-write,,verified,,imported,
ftm0,conf,gtbeen,,bit_offset,9,9,,verified,,imported,
ftm0,conf,gtbeen,,bit_width,1,1,,verified,,imported,
ftm0,conf,gtbeen,,access,read-write,read-write,,verified,,imported,
ftm0,conf,gtbeout,,bit_offset,10,10,,verified,,imported,
ftm0,conf,gtbeout,,bit_width,1,1,,verified,,imported,
ftm0,conf,gtbeout,,access,read-write,read-write,,verified,,imported,
ftm0,fltpol,,,address_offset,0x88,0x88,,verified,,imported,
ftm0,fltpol,,,reset_value,0,0,,verified,,imported,
ftm0,fltpol,,,size,32,32,,verified,,imported,
ftm0,fltpol,flt0pol,,bit_offset,0,0,,verified,,imported,
ftm0,fltpol,flt0pol,,bit_width,1,1,,verified,,imported,
ftm0,fltpol,flt0pol,,access,read-write,read-write,,verified,,imported,
ftm0,fltpol,flt1pol,,bit_offset,1,1,,verified,,imported,
ftm0,fltpol,flt1pol,,bit_width,1,1,,verified,,imported,
ftm0,fltpol,flt1pol,,access,read-write,read-write,,verified,,imported,
ftm0,fltpol,flt2pol,,bit_offset,2,2,,verified,,imported,
ftm0,fltpol,flt2pol,,bit_width,1,1,,verified,,imported,
ftm0,fltpol,flt2pol,,access,read-write,read-write,,verified,,imported,
ftm0,fltpol,flt3pol,,bit_offset,3,3,,verified,,imported,
ftm0,fltpol,flt3pol,,bit_width,1,1,,verified,,imported,
ftm0,fltpol,flt3pol,,access,read-write,read-write,,verified,,imported,
ftm0,synconf,,,address_offset,0x8C,0x8C,,verified,,imported,
ftm0,synconf,,,reset_value,0,0,,verified,,imported,
ftm0,synconf,,,size,32,32,,verified,,imported,
ftm0,synconf,hwtrigmode,,bit_offset,0,0,,verified,,imported,
ftm0,synconf,hwtrigmode,,bit_width,1,1,,verified,,imported,
ftm0,synconf,hwtrigmode,,access,read-write,read-write,,verified,,imported,
ftm0,synconf,cntinc,,bit_offset,2,2,,verified,,imported,
ftm0,synconf,cntinc,,bit_width,1,1,,verified,,imported,
ftm0,synconf,cntinc,,access,read-write,read-write,,verified,,imported,
ftm0,synconf,invc,,bit_offset,4,4,,verified,,imported,
ftm0,synconf,invc,,bit_width,1,1,,verified,,imported,
ftm0,synconf,invc,,access,read-write,read-write,,verified,,imported,
ftm0,synconf,swoc,,bit_offset,5,5,,verified,,imported,
ftm0,synconf,swoc,,bit_width,1,1,,verified,,imported,
ftm0,synconf,swoc,,access,read-write,read-write,,verified,,imported,
ftm0,synconf,syncmode,,bit_offset,7,7,,verified,,imported,
ftm0,synconf,syncmode,,bit_width,1,1,,verified,,imported,
ftm0,synconf,syncmode,,access,read-write,read-write,,verified,,imported,
ftm0,synconf,swrstcnt,,bit_offset,8,8,,verified,,imported,
ftm0,synconf,swrstcnt,,bit_width,1,1,,verified,,imported,
ftm0,synconf,swrstcnt,,access,read-write,read-write,,verified,,imported,
ftm0,synconf,swwrbuf,,bit_offset,9,9,,verified,,imported,
ftm0,synconf,swwrbuf,,bit_width,1,1,,verified,,imported,
ftm0,synconf,swwrbuf,,access,read-write,read-write,,verified,,imported,
ftm0,synconf,swom,,bit_offset,10,10,,verified,,imported,
ftm0,synconf,swom,,bit_width,1,1,,verified,,imported,
ftm0,synconf,swom,,access,read-write,read-write,,verified,,imported,
ftm0,synconf,swinvc,,bit_offset,11,11,,verified,,imported,
ftm0,synconf,swinvc,,bit_width,1,1,,verified,,imported,
ftm0,synconf,swinvc,,access,read-write,read-write,,verified,,imported,
ftm0,synconf,swsoc,,bit_offset,12,12,,verified,,imported,
ftm0,synconf,swsoc,,bit_width,1,1,,verified,,imported,
ftm0,synconf,swsoc,,access,read-write,read-write,,verified,,imported,
ftm0,synconf,hwrstcnt,,bit_offset,16,16,,verified,,imported,
ftm0,synconf,hwrstcnt,,bit_width,1,1,,verified,,imported,
ftm0,synconf,hwrstcnt,,access,read-write,read-write,,verified,,imported,
ftm0,synconf,hwwrbuf,,bit_offset,17,17,,verified,,imported,
ftm0,synconf,hwwrbuf,,bit_width,1,1,,verified,,imported,
ftm0,synconf,hwwrbuf,,access,read-write,read-write,,verified,,imported,
ftm0,synconf,hwom,,bit_offset,18,18,,verified,,imported,
ftm0,synconf,hwom,,bit_width,1,1,,verified,,imported,
ftm0,synconf,hwom,,access,read-write,read-write,,verified,,imported,
ftm0,synconf,hwinvc,,bit_offset,19,19,,verified,,imported,
ftm0,synconf,hwinvc,,bit_width,1,1,,verified,,imported,
ftm0,synconf,hwinvc,,access,read-write,read-write,,verified,,imported,
ftm0,synconf,hwsoc,,bit_offset,20,20,,verified,,imported,
ftm0,synconf,hwsoc,,bit_width,1,1,,verified,,imported,
ftm0,synconf,hwsoc,,access,read-write,read-write,,verified,,imported,
ftm0,invctrl,,,address_offset,0x90,0x90,,verified,,imported,
ftm0,invctrl,,,reset_value,0,0,,verified,,imported,
ftm0,invctrl,,,size,32,32,,verified,,imported,
ftm0,invctrl,inv0en,,bit_offset,0,0,,verified,,imported,
ftm0,invctrl,inv0en,,bit_width,1,1,,verified,,imported,
ftm0,invctrl,inv0en,,access,read-write,read-write,,verified,,imported,
ftm0,invctrl,inv1en,,bit_offset,1,1,,verified,,imported,
ftm0,invctrl,inv1en,,bit_width,1,1,,verified,,imported,
ftm0,invctrl,inv1en,,access,read-write,read-write,,verified,,imported,
ftm0,invctrl,inv2en,,bit_offset,2,2,,verified,,imported,
ftm0,invctrl,inv2en,,bit_width,1,1,,verified,,imported,
ftm0,invctrl,inv2en,,access,read-write,read-write,,verified,,imported,
ftm0,invctrl,inv3en,,bit_offset,3,3,,verified,,imported,
ftm0,invctrl,inv3en,,bit_width,1,1,,verified,,imported,
ftm0,invctrl,inv3en,,access,read-write,read-write,,verified,,imported,
ftm0,swoctrl,,,address_offset,0x94,0x94,,verified,,imported,
ftm0,swoctrl,,,reset_value,0,0,,verified,,imported,
ftm0,swoctrl,,,size,32,32,,verified,,imported,
ftm0,swoctrl,ch0oc,,bit_offset,0,0,,verified,,imported,
ftm0,swoctrl,ch0oc,,bit_width,1,1,,verified,,imported,
ftm0,swoctrl,ch0oc,,access,read-write,read-write,,verified,,imported,
ftm0,swoctrl,ch1oc,,bit_offset,1,1,,verified,,imported,
ftm0,swoctrl,ch1oc,,bit_width,1,1,,verified,,imported,
ftm0,swoctrl,ch1oc,,access,read-write,read-write,,verified,,imported,
ftm0,swoctrl,ch2oc,,bit_offset,2,2,,verified,,imported,
ftm0,swoctrl,ch2oc,,bit_width,1,1,,verified,,imported,
ftm0,swoctrl,ch2oc,,access,read-write,read-write,,verified,,imported,
ftm0,swoctrl,ch3oc,,bit_offset,3,3,,verified,,imported,
ftm0,swoctrl,ch3oc,,bit_width,1,1,,verified,,imported,
ftm0,swoctrl,ch3oc,,access,read-write,read-write,,verified,,imported,
ftm0,swoctrl,ch4oc,,bit_offset,4,4,,verified,,imported,
ftm0,swoctrl,ch4oc,,bit_width,1,1,,verified,,imported,
ftm0,swoctrl,ch4oc,,access,read-write,read-write,,verified,,imported,
ftm0,swoctrl,ch5oc,,bit_offset,5,5,,verified,,imported,
ftm0,swoctrl,ch5oc,,bit_width,1,1,,verified,,imported,
ftm0,swoctrl,ch5oc,,access,read-write,read-write,,verified,,imported,
ftm0,swoctrl,ch6oc,,bit_offset,6,6,,verified,,imported,
ftm0,swoctrl,ch6oc,,bit_width,1,1,,verified,,imported,
ftm0,swoctrl,ch6oc,,access,read-write,read-write,,verified,,imported,
ftm0,swoctrl,ch7oc,,bit_offset,7,7,,verified,,imported,
ftm0,swoctrl,ch7oc,,bit_width,1,1,,verified,,imported,
ftm0,swoctrl,ch7oc,,access,read-write,read-write,,verified,,imported,
ftm0,swoctrl,ch0ocv,,bit_offset,8,8,,verified,,imported,
ftm0,swoctrl,ch0ocv,,bit_width,1,1,,verified,,imported,
ftm0,swoctrl,ch0ocv,,access,read-write,read-write,,verified,,imported,
ftm0,swoctrl,ch1ocv,,bit_offset,9,9,,verified,,imported,
ftm0,swoctrl,ch1ocv,,bit_width,1,1,,verified,,imported,
ftm0,swoctrl,ch1ocv,,access,read-write,read-write,,verified,,imported,
ftm0,swoctrl,ch2ocv,,bit_offset,10,10,,verified,,imported,
ftm0,swoctrl,ch2ocv,,bit_width,1,1,,verified,,imported,
ftm0,swoctrl,ch2ocv,,access,read-write,read-write,,verified,,imported,
ftm0,swoctrl,ch3ocv,,bit_offset,11,11,,verified,,imported,
ftm0,swoctrl,ch3ocv,,bit_width,1,1,,verified,,imported,
ftm0,swoctrl,ch3ocv,,access,read-write,read-write,,verified,,imported,
ftm0,swoctrl,ch4ocv,,bit_offset,12,12,,verified,,imported,
ftm0,swoctrl,ch4ocv,,bit_width,1,1,,verified,,imported,
ftm0,swoctrl,ch4ocv,,access,read-write,read-write,,verified,,imported,
ftm0,swoctrl,ch5ocv,,bit_offset,13,13,,verified,,imported,
ftm0,swoctrl,ch5ocv,,bit_width,1,1,,verified,,imported,
ftm0,swoctrl,ch5ocv,,access,read-write,read-write,,verified,,imported,
ftm0,swoctrl,ch6ocv,,bit_offset,14,14,,verified,,imported,
ftm0,swoctrl,ch6ocv,,bit_width,1,1,,verified,,imported,
ftm0,swoctrl,ch6ocv,,access,read-write,read-write,,verified,,imported,
ftm0,swoctrl,ch7ocv,,bit_offset,15,15,,verified,,imported,
ftm0,swoctrl,ch7ocv,,bit_width,1,1,,verified,,imported,
ftm0,swoctrl,ch7ocv,,access,read-write,read-write,,verified,,imported,
