id,reference_manual,run,source_file,peripheral,register,target_operation,target_fields,preconditions,postconditions,severity,consequence,datasheet_text,dup_count,lint_flags,status,note
7e5312ab6b47,rm0365,1,rm0365/1/rcc_cfgr3,rcc,cfgr3,write,"[""TIM2SW""]",[],[],error,Write is ignored unless system clock source is PLL and AHB/APB2 clocks are not divided by more than 2,"The bit is writable only when the following conditions occur: clock system = PLL, and AHB or APB2 subsystem clocks are not divided by more than 2 cumulatively.",1,empty_conditions,,
b1f1a7b0c0b5,rm0365,1,rm0365/1/rcc_cfgr3,rcc,cfgr3,write,"[""TIM34SW""]",[],[],error,Write is ignored unless system clock source is PLL and AHB/APB2 clocks are not divided by more than 2,The bit is writable only when the following conditions occur: system clock source is the PLL and AHB or APB2 subsystem clocks are not divided by more than 2 cumulatively.,1,empty_conditions,,
1d08433431c2,rm0365,1,rm0365/1/rcc_cr,rcc,cr,write,"[""HSEBYP""]","[{""register_name"":""RCC_CR"",""field_name"":""HSEON"",""required_state"":""cleared""}]",[],error,HSEBYP cannot be modified while HSE oscillator is enabled,The HSEBYP bit can be written only if the HSE oscillator is disabled.,1,,,
11c39c0f6bd2,rm0365,1,rm0365/1/rtc_alrm%sr,rtc,alrm%sr,write,[],"[{""register_name"":""RTC_CR"",""field_name"":""ALRBE"",""required_state"":""cleared""}]",[],error,Write not allowed unless ALRBE is cleared (or device is in initialization mode),"This register can be written only when ALRBE is reset in RTC_CR register, or in initialization mode.",1,placeholder_source,,
4d2cb073ea4c,rm0365,1,rm0365/1/rtc_alrm%sssr,rtc,alrm%sssr,write,[],"[{""register_name"":""RTC_CR"",""field_name"":""ALRBE"",""required_state"":""cleared""}]",[],error,Write ignored or unpredictable if ALRBE is set; register is write‑protected,"This register can be written only when ALRBE is reset in RTC_CR register, or in initialization mode. This register is write protected.",1,placeholder_source,,
96fdc9439849,rm0365,1,rm0365/1/rtc_calr,rtc,calr,write,[],"[{""register_name"":""PWR_CR"",""field_name"":""DBP"",""required_state"":""set""}]",[],error,Write will be ignored if write protection is not disabled,This register is write protected. The write access procedure is described in RTC register write protection on page 739.,1,,,
435be26f9fd1,rm0365,1,rm0365/1/rtc_dr,rtc,dr,write,[],"[{""register_name"":""RTC_ISR"",""field_name"":""INIT"",""required_state"":""set""}]",[],error,Write is ignored or may corrupt calendar if not in initialization mode,The RTC_DR is the calendar date shadow register. This register must be written in initialization mode only.,1,,,
848cd253f88f,rm0365,1,rm0365/1/rtc_dr,rtc,dr,read,[],"[{""register_name"":""RTC_ISR"",""field_name"":""RSF"",""required_state"":""set""}]",[],error,Reading may return incoherent shadow values if RSF is not set,"To ensure consistency between the 3 values, reading either RTC_SSR or RTC_TR locks the values in the higher‑order calendar shadow registers until RTC_DR is read. ... the software must wait until RSF is set before reading the RTC_SSR, RTC_TR and RTC_DR registers.",1,,,
7b2083b2ccab,rm0365,1,rm0365/1/rtc_prer,rtc,prer,write,[],"[{""register_name"":""RTC_ISR"",""field_name"":""INIT"",""required_state"":""equals:1""}]",[],error,Write ignored or may corrupt prescaler settings if performed outside initialization mode.,This register must be written in initialization mode only. The initialization must be performed in two separate write accesses.,1,,,
dbfd7de62476,rm0365,1,rm0365/1/rtc_shiftr,rtc,shiftr,write,[],"[{""register_name"":""RTC_ISR"",""field_name"":""SHPF"",""required_state"":""cleared""}]",[],error,Write has no effect when a shift operation is pending (SHPF=1).,"Writing to this bit has no effect when a shift operation is pending (when SHPF=1, in RTC_ISR).",1,,,
1898087ad146,rm0365,1,rm0365/1/rtc_ssr,rtc,ssr,read,[],"[{""register_name"":""RTC_CR"",""field_name"":""BYPSHAD"",""required_state"":""cleared""}]",[],warning,"If BYPSHAD=1, a single read may be incoherent; the software should read twice and compare.","When the BYPSHAD control bit is set in the RTC_CR register (bypass shadow registers)... the software must read all the registers twice, and then compare the results to confirm that the data is coherent and correct.",1,,,
5e852dc339d2,rm0365,1,rm0365/1/rtc_ssr,rtc,ssr,read,[],"[{""register_name"":""RTC_ISR"",""field_name"":""RSF"",""required_state"":""set""}]",[],error,Reading before RSF is set may return incoherent or stale shadow register data.,"The RSF bit is set in RTC_ISR register each time the calendar registers are copied into the RTC_SSR, RTC_TR and RTC_DR shadow registers... the software must wait until RSF is set before reading the RTC_SSR, RTC_TR and RTC_DR registers.",1,,,
ce204a24029d,rm0365,1,rm0365/1/rtc_tsdr,rtc,tsdr,read,[],"[{""register_name"":""RTC_ISR"",""field_name"":""TSF"",""required_state"":""set""}]",[],warning,Register content may be invalid if TSF is not set,The content of this register is valid only when TSF is set to 1 in RTC_ISR. It is cleared when TSF bit is reset.,1,,,
7cf2dade4319,rm0365,1,rm0365/1/rtc_tstr,rtc,tstr,read,[],"[{""register_name"":""RTC_ISR"",""field_name"":""TSF"",""required_state"":""set""}]",[],warning,Register content is invalid if TSF is not set,The content of this register is valid only when TSF is set to 1 in RTC_ISR. It is cleared when TSF bit is reset.,1,,,
4beeaf968c39,rm0365,1,rm0365/1/rtc_wutr,rtc,wutr,write,[],"[{""register_name"":""RTC_ISR"",""field_name"":""WUTWF"",""required_state"":""set""}]",[],error,Write to RTC_WUTR is ignored or may cause undefined behavior if WUTWF is not set,This register can be written only when WUTWF is set to 1 in RTC_ISR.,1,,,
adadbea0b652,rm0365,1,rm0365/1/spi1_cr1,spi1,cr1,write,"[""CRCEN""]","[{""register_name"":""SPI1_CR1"",""field_name"":""SPE"",""required_state"":""cleared""}]",[],error,CRC enable may be ignored or cause undefined behavior if SPI is active,Note: This bit should be written only when SPI is disabled (SPE = ‘0’) for correct operation.,3,,,
377de52421c1,rm0365,1,rm0365/1/spi1_rxcrcr,spi1,rxcrcr,read,[],"[{""register_name"":""SPI1_SR"",""field_name"":""BSY"",""required_state"":""cleared""}]",[],warning,Read may return an incorrect value if BSY flag is set,A read to this register when the BSY Flag is set could return an incorrect value.,1,,,
9d551b9b6d56,rm0365,1,rm0365/1/spi1_txcrcr,spi1,txcrcr,read,[],"[{""register_name"":""SPI1_SR"",""field_name"":""BSY"",""required_state"":""cleared""}]",[],warning,Read may return an incorrect CRC value if BSY flag is set,A read to this register when the BSY flag is set could return an incorrect value.,1,,,
6d7639749b17,rm0365,1,rm0365/1/spi2_dr,spi2,dr,read,[],"[{""register_name"":""SPI2_SR"",""field_name"":""BSY"",""required_state"":""cleared""}]",[],warning,Read may return incorrect value if BSY flag is set,A read to this register when the BSY Flag is set could return an incorrect value.,1,,,
539c8211c341,rm0365,1,rm0365/1/spi2_dr8,spi2,dr8,read/write,[],[],[],warning,Data is right‑aligned; unused bits are ignored on write and read as zero. Rx FIFO threshold must match the access width used.,"Data is always right-aligned. Unused bits are ignored when writing to the register, and read as zero when the register is read. The Rx threshold setting must always correspond with the read access currently used.",1,empty_conditions;off_vocab_op,,
f023b0600371,rm0365,1,rm0365/1/spi2_rxcrcr,spi2,rxcrcr,read,[],"[{""register_name"":""SPI2_SR"",""field_name"":""BSY"",""required_state"":""cleared""}]",[],warning,A read could return an incorrect value if BSY is set,A read to this register when the BSY Flag is set could return an incorrect value.,1,,,
4b2478e6c707,rm0365,1,rm0365/1/spi2_txcrcr,spi2,txcrcr,read,[],"[{""register_name"":""SPI2_SR"",""field_name"":""BSY"",""required_state"":""cleared""}]",[],warning,A read may return an incorrect value if BSY is set,A read to this register when the BSY flag is set could return an incorrect value.,1,,,
1cc11bd34e80,rm0365,1,rm0365/1/spi3_cr1,spi3,cr1,write,"[""CRCEN"",""CRCL"",""CRCNEXT""]","[{""register_name"":""SPI3_CR1"",""field_name"":""SPE"",""required_state"":""cleared""}]",[],error,Writing CRC related bits while SPI is enabled may lead to incorrect CRC operation.,Note: This bit should be written only when SPI is disabled (SPE = ‘0’) for correct operation.,1,,,
1f57d5235697,rm0365,1,rm0365/1/spi3_i2scfgr,spi3,i2scfgr,read,[],"[{""register_name"":""SPI3_SR"",""field_name"":""BSY"",""required_state"":""cleared""}]",[],warning,Reading the register while BSY is set may return an incorrect value.,A read to this register when the BSY flag is set could return an incorrect value.,1,,,
9b396b8ad14f,rm0365,1,rm0365/1/spi3_rxcrcr,spi3,rxcrcr,read,[],"[{""register_name"":""SPI3_SR"",""field_name"":""BSY"",""required_state"":""cleared""}]",[],warning,Read may return incorrect value,A read to this register when the BSY Flag is set could return an incorrect value.,1,,,
df8aa01b2035,rm0365,1,rm0365/1/spi3_txcrcr,spi3,txcrcr,read,[],"[{""register_name"":""SPI3_SR"",""field_name"":""BSY"",""required_state"":""cleared""}]",[],warning,Read may return incorrect value if BSY flag is set,A read to this register when the BSY Flag is set could return an incorrect value.,1,,,
02e886e169dc,rm0365,1,rm0365/1/spi4_cr1,spi4,cr1,write,"[""BIDIMODE""]","[{""register_name"":""SPI4_CR1"",""field_name"":""RXONLY"",""required_state"":""cleared""}]",[],warning,RXONLY must be cleared when bidirectional mode is enabled,Keep RXONLY bit clear when bidirectional mode is active.,1,,,
8f805dd54746,rm0365,1,rm0365/1/spi4_cr1,spi4,cr1,write,"[""CRCEN""]","[{""register_name"":""SPI4_CR1"",""field_name"":""SPE"",""required_state"":""cleared""}]",[],error,CRC enable must be programmed only when SPI is disabled,Note: This bit should be written only when SPI is disabled (SPE = ‘0’) for correct operation.,2,,,
108c3e898893,rm0365,1,rm0365/1/spi4_rxcrcr,spi4,rxcrcr,read,"[""RXCRC""]","[{""register_name"":""SPI4_SR"",""field_name"":""BSY"",""required_state"":""cleared""}]",[],warning,Read may return an incorrect value if BSY flag is set,A read to this register when the BSY Flag is set could return an incorrect value.,1,,,
539971c13273,rm0365,1,rm0365/1/spi4_txcrcr,spi4,txcrcr,read,[],"[{""register_name"":""SPI4_SR"",""field_name"":""BSY"",""required_state"":""cleared""}]",[],warning,Reading may return an incorrect CRC value if BSY is set,A read to this register when the BSY Flag is set could return an incorrect value.,1,,,
5b87dd5ca775,rm0365,1,rm0365/1/tim1_cr1,tim1,cr1,write,"[""DIR""]","[{""register_name"":""TIM1_CR1"",""field_name"":""CMS"",""required_state"":""equals:0b00""}]",[],error,DIR bit is read‑only in center‑aligned or encoder mode,Note: This bit is read only when the timer is configured in Center-aligned mode or Encoder mode.,1,,,
8bda46d85033,rm0365,1,rm0365/1/tim1_cr1,tim1,cr1,write,"[""CMS""]","[{""register_name"":""TIM1_CR1"",""field_name"":""CEN"",""required_state"":""cleared""}]",[],error,Switching to a center‑aligned mode while the counter is enabled is prohibited,Note: Switch from edge-aligned mode to center-aligned mode as long as the counter is enabled (CEN=1) is not allowed,1,,,
271610457380,rm0365,1,rm0365/1/tim15_dcr,tim15,dcr,write,[],"[{""register_name"":""TIM15_BDTR"",""field_name"":""LOCK"",""required_state"":""cleared""}]",[],error,"DCR fields cannot be modified while LOCK level 1, 2 or 3 is programmed","This bit-field can not be modified as long as LOCK level 1, 2 or 3 has been programmed (LOCK bits in TIMx_BDTR register).",1,,,
f517a3fcdf32,rm0365,1,rm0365/1/tim15_smcr,tim15,smcr,write,"[""TS[2:0]""]","[{""register_name"":""TIM15_SMCR"",""field_name"":""SMS[2:0]"",""required_state"":""equals:0""}]",[],warning,Changing TS bits while SMS is active may cause wrong edge detections,These bits must be changed only when they are not used (e.g. when SMS=000) to avoid wrong edge detections at the transition.,1,,,
0964466e850f,rm0365,1,rm0365/1/tim16_bdtr,tim16,bdtr,write,[],"[{""register_name"":""TIM16_BDTR"",""field_name"":""LOCK"",""required_state"":""cleared""}]",[],error,The register cannot be modified while any LOCK level is set,"This bit-field can not be modified as long as LOCK level 1, 2 or 3 has been programmed (LOCK bits in TIMx_BDTR register).",1,,,
1749b20e80f4,rm0365,1,rm0365/1/tim16_dcr,tim16,dcr,write,[],"[{""register_name"":""TIMx_BDTR"",""field_name"":""LOCK"",""required_state"":""cleared""}]",[],error,Register fields cannot be modified while LOCK level is set.,"Note: This bit-field can not be modified as long as LOCK level 1, 2 or 3 has been programmed (LOCK bits in TIMx_BDTR register).",1,,,
b868f14c1535,rm0365,1,rm0365/1/tim17_dcr,tim17,dcr,write,[],"[{""register_name"":""TIM17_BDTR"",""field_name"":""LOCK"",""required_state"":""cleared""}]",[],error,Attempting to modify the register while LOCK is set is prohibited.,"This bit-field can not be modified as long as LOCK level 1, 2 or 3 has been programmed (LOCK bits in TIMx_BDTR register).",1,,,
852e8ae34540,rm0365,1,rm0365/1/tim2_ccmr1_output,tim2,ccmr1_output,write,"[""CC2S""]","[{""register_name"":""TIM2_CCER"",""field_name"":""CC2E"",""required_state"":""cleared""}]",[],error,Attempting to write CC2S while the channel is enabled could produce undefined behavior.,CC2S bits are writable only when the channel is OFF (CC2E = 0 in TIMx_CCER).,1,,,
d2ff9857b2ca,rm0365,1,rm0365/1/tim2_cr1,tim2,cr1,write,"[""CMS[1:0]""]","[{""register_name"":""TIM2_CR1"",""field_name"":""CEN"",""required_state"":""cleared""}]",[],error,Switching mode while the counter is enabled is not allowed,It is not allowed to switch from edge-aligned mode to center-aligned mode as long as the counter is enabled (CEN=1),1,,,
0641fb7768a4,rm0365,1,rm0365/1/tim3_ccmr1_output,tim3,ccmr1_output,write,"[""CC2S""]","[{""register_name"":""TIM3_CCER"",""field_name"":""CC2E"",""required_state"":""cleared""}]",[],error,CC2S bits are writable only when channel 2 is disabled,Note: CC2S bits are writable only when the channel is OFF (CC2E = 0 in TIMx_CCER).,1,,,
fbd48943cc71,rm0365,1,rm0365/1/tim3_cr1,tim3,cr1,write,"[""CMS[1:0]""]","[{""register_name"":""TIM3_CR1"",""field_name"":""CEN"",""required_state"":""cleared""}]",[],error,Switching from edge‑aligned to center‑aligned mode while the counter is enabled is prohibited,It is not allowed to switch from edge-aligned mode to center-aligned mode as long as the counter is enabled (CEN=1),1,,,
d2e7401b6058,rm0365,1,rm0365/1/tim4_cr1,tim4,cr1,write,"[""CMS""]","[{""register_name"":""TIM4_CR1"",""field_name"":""CEN"",""required_state"":""cleared""}]",[],error,Switching from edge‑aligned to center‑aligned mode while the counter is enabled is prohibited,It is not allowed to switch from edge-aligned mode to center-aligned mode as long as the counter is enabled (CEN=1),1,,,
d7f4057d3067,rm0365,1,rm0365/1/tim8_ccmr1_output,tim8,ccmr1_output,write,"[""CC2S[1:0]""]","[{""register_name"":""TIM8_CCER"",""field_name"":""CC2E"",""required_state"":""cleared""}]",[],error,Writing CC2S bits while channel 2 is enabled could lead to undefined behavior.,CC2S bits are writable only when the channel is OFF (CC2E = 0 in TIMx_CCER).,1,,,
64d85eae96fd,rm0365,1,rm0365/1/tim8_cr1,tim8,cr1,write,"[""CMS[1:0]""]","[{""register_name"":""TIM8_CR1"",""field_name"":""CEN"",""required_state"":""cleared""}]",[],error,Switching from edge‑aligned to center‑aligned mode while the counter is enabled is not allowed,Note: Switch from edge-aligned mode to center-aligned mode as long as the counter is enabled (CEN=1) is not allowed,1,,,
d56f289739dd,rm0365,1,rm0365/1/tim8_smcr,tim8,smcr,write,[],"[{""register_name"":""TIM8_BDTR"",""field_name"":""LOCK"",""required_state"":""cleared""}]",[],error,Register fields cannot be modified while LOCK bits are set,"This bit-field can not be modified as long as LOCK level 1, 2 or 3 has been programmed (LOCK bits in TIMx_BDTR register).",1,,,
45e33948d045,rm0365,1,rm0365/1/tsc_cr,tsc,cr,write,"[""CTPH"",""CTPL""]",[],[],error,Modifying pulse timing during an ongoing acquisition may corrupt the acquisition process.,These bits must not be modified when an acquisition is ongoing.,1,empty_conditions,,
983019244f3d,rm0365,1,rm0365/1/tsc_ier,tsc,ier,write,"[""AM""]",[],[],error,Modifying AM while an acquisition is ongoing may corrupt operation,This bit must not be modified when an acquisition is ongoing.,1,empty_conditions,,
5745f8fa2ef8,rm0365,1,rm0365/1/uart4_brr,uart4,brr,write,[],"[{""register_name"":""USART_CR1"",""field_name"":""UE"",""required_state"":""cleared""}]",[],error,Register may only be written when the USART is disabled,This register can only be written when the USART is disabled (UE=0). It may be automatically updated by hardware in auto baud rate detection mode.,5,,,
8ce5116cda01,rm0365,1,rm0365/1/uart4_cr1,uart4,cr1,write,"[""M1""]","[{""register_name"":""UART4_CR1"",""field_name"":""UE"",""required_state"":""cleared""}]",[],error,Writing M1 while the USART is enabled may produce undefined behaviour.,This bit can only be written when the USART is disabled (UE=0).,1,,,
617402df0436,rm0365,1,rm0365/1/uart4_tdr,uart4,tdr,write,[],"[{""register_name"":""USART_ISR"",""field_name"":""TXE"",""required_state"":""set""}]",[],error,Writing when TXE=0 could corrupt data transmission,Note: This register must be written only when TXE=1.,4,,,
3202191f974e,rm0365,1,rm0365/1/uart5_cr1,uart5,cr1,write,"[""M1""]","[{""register_name"":""USART_CR1"",""field_name"":""UE"",""required_state"":""cleared""}]",[],error,M1 may only be modified when the USART is disabled.,This bit can only be written when the USART is disabled (UE=0).,4,,,
cd4eee955dfb,rm0365,1,rm0365/1/uart5_cr3,uart5,cr3,write,"[""LBDL"",""ADDM7""]","[{""register_name"":""USART_CR1"",""field_name"":""UE"",""required_state"":""cleared""}]",[],error,Writing these bits while the USART is enabled may have undefined behavior.,This bit can only be written when the USART is disabled (UE=0).,1,,,
25a0b794fe9a,rm0365,1,rm0365/1/usart1_rtor,usart1,rtor,write,"[""GT"",""PSC""]","[{""register_name"":""USART_CR1"",""field_name"":""UE"",""required_state"":""cleared""}]",[],error,Write not allowed while USART is enabled,This bit field can only be written when the USART is disabled (UE=0).,1,,,
c09185d4dbbd,rm0365,1,rm0365/1/usart3_tdr,usart3,tdr,write,[],"[{""register_name"":""USART_ISR"",""field_name"":""TXE"",""required_state"":""set""}]",[],error,Writing when TXE is not set may corrupt transmission,This register must be written only when TXE=1.,1,,,
45c7b448d9a0,rm0365,1,rm0365/1/usb_istr,usb,istr,write,[],[],[],warning,Read‑modify‑write cycles may unintentionally clear bits that become set between the read and the write.,"To avoid spurious clearing of some bits, it is recommended to clear them with a load instruction where all bits which must not be altered are written with 1, and all bits to be cleared are written with ‘0 (these bits can only be cleared by software). Read‑modify‑write cycles should be avoided because between the read and the write operations another bit could be set by the hardware and the next write will clear it before the microprocessor has the time to serve the event.",1,empty_conditions,,
9f2b7a2591b8,rm0365,1,rm0365/1/wwdg_cr,wwdg,cr,write,"[""T6""]","[{""register_name"":""WWDG_CR"",""field_name"":""T6"",""required_state"":""set""}]",[],warning,Writing with T6 cleared can generate an immediate reset,"When writing to the WWDG_CR register, always write 1 in the T6 bit to avoid generating an immediate reset.",1,,,
f8e6282eadb6,rm0366,1,rm0366/1/adc1_awd3cr,adc1,awd3cr,write,[],"[{""register_name"":""ADC1_CR"",""field_name"":""ADSTART"",""required_state"":""cleared""},{""register_name"":""ADC1_JCR"",""field_name"":""JADSTART"",""required_state"":""cleared""}]",[],error,Writing while a conversion is ongoing could corrupt the watchdog configuration.,Software is allowed to write these bits only when ADSTART=0 and JADSTART=0 (which ensures that no conversion is ongoing).,1,,,
362f66b3d61a,rm0366,1,rm0366/1/adc1_difsel,adc1,difsel,write,[],"[{""register_name"":""ADC1_CR"",""field_name"":""ADCAL"",""required_state"":""cleared""},{""register_name"":""ADC1_CR"",""field_name"":""JADSTART"",""required_state"":""cleared""},{""register_name"":""ADC1_CR"",""field_name"":""JADSTP"",""required_state"":""cleared""},{""register_name"":""ADC1_CR"",""field_name"":""ADSTART"",""required_state"":""cleared""},{""register_name"":""ADC1_CR"",""field_name"":""ADSTP"",""required_state"":""cleared""},{""register_name"":""ADC1_CR"",""field_name"":""ADDIS"",""required_state"":""cleared""},{""register_name"":""ADC1_CR"",""field_name"":""ADEN"",""required_state"":""cleared""}]",[],error,Writing DIFSEL while the ADC is enabled may lead to undefined behavior.,"Software is allowed to write these bits only when the ADC is disabled (ADCAL=0, JADSTART=0, JADSTP=0, ADSTART=0, ADSTP=0, ADDIS=0 and ADEN=0).",1,,,
2fbbf01806f1,rm0366,1,rm0366/1/adc1_ier,adc1,ier,write,"[""JQOVFIE""]","[{""register_name"":""ADC1_CR"",""field_name"":""JADSTART"",""required_state"":""cleared""}]",[],error,Writing the bit while an injected conversion is ongoing may be illegal.,Software is allowed to write this bit only when JADSTART=0 (which ensures that no injected conversion is ongoing).,2,,,
32b0f198dd93,rm0366,1,rm0366/1/adc1_ier,adc1,ier,write,"[""AWD3IE"",""AWD2IE"",""AWD1IE""]","[{""register_name"":""ADC1_CR"",""field_name"":""ADSTART"",""required_state"":""cleared""},{""register_name"":""ADC1_CR"",""field_name"":""JADSTART"",""required_state"":""cleared""}]",[],error,Writing the bit while any conversion is ongoing may be illegal.,Software is allowed to write this bit only when ADSTART=0 and JADSTART=0 (which ensures that no conversion is ongoing).,1,,,
8d0491a27193,rm0366,1,rm0366/1/adc1_jsqr,adc1,jsqr,write,[],"[{""register_name"":""ADC1_CR"",""field_name"":""ADEN"",""required_state"":""set""}]",[],warning,Writes are only allowed after the ADC is enabled (ADEN = 1).,"Software is allowed to write these bits at any time, once the ADC is enabled (ADEN=1).",1,,,
e6d21edde39f,rm0366,1,rm0366/1/adc1_sqr3,adc1,sqr3,write,[],"[{""register_name"":""ADC1_CR"",""field_name"":""ADSTART"",""required_state"":""cleared""}]",[],error,Writing while a regular conversion is ongoing may corrupt the sequence configuration,Software is allowed to write these bits only when ADSTART=0 (which ensures that no regular conversion is ongoing).,1,,,
a70b337b6546,rm0366,1,rm0366/1/adc1_tr3,adc1,tr3,write,"[""HT3"",""LT3""]","[{""register_name"":""ADC1_CR"",""field_name"":""ADSTART"",""required_state"":""cleared""},{""register_name"":""ADC1_CR"",""field_name"":""JADSTART"",""required_state"":""cleared""}]",[],error,Writing is prohibited while a regular or injected conversion is ongoing.,Software is allowed to write these bits only when ADSTART=0 and JADSTART=0 (which ensures that no conversion is ongoing).,1,,,
ce8524513da8,rm0366,1,rm0366/1/exti_ftsr2,exti,ftsr2,write,[],[],[],warning,Pending bit may not be set if a falling edge occurs during the write operation,"If a falling edge on an external interrupt line occurs during a write operation to the EXTI_FTSR register, the pending bit is not set.",1,empty_conditions,,
209479b23266,rm0366,1,rm0366/1/flash_acr,flash,acr,read/write,[],[],[],warning,Register must be accessed as a 32‑bit word; half‑word or byte accesses are not allowed.,The flash memory registers must be accessed by 32-bit words (half-word and byte accesses are not allowed).,1,empty_conditions;off_vocab_op,,
860edcb56ac4,rm0366,1,rm0366/1/flash_ar,flash,ar,write,[],"[{""register_name"":""FLASH_SR"",""field_name"":""BSY"",""required_state"":""cleared""}]",[],error,Write access is ignored or may cause bus error when a flash operation is ongoing,The registers are not accessible in write mode when the BSY bit of the FLASH_SR register is set.,1,,,
9a03b42533d0,rm0366,1,rm0366/1/flash_cr,flash,cr,write,"[""PG""]","[{""register_name"":""FLASH_CR"",""field_name"":""STRT"",""required_state"":""cleared""}]",[],warning,Setting PG while STRT is still set may lead to incorrect programming sequence.,The STRT bit in the FLASH_CR register should be reset before starting a programming operation.,1,,,
c68a2dd2093b,rm0366,1,rm0366/1/flash_cr,flash,cr,write,[],"[{""register_name"":""FLASH_SR"",""field_name"":""BSY"",""required_state"":""cleared""}]",[],error,Writes to FLASH_CR are ignored or cause undefined behavior while a flash operation is in progress.,The registers are not accessible in write mode when the BSY bit of the FLASH_SR register is set.,1,,,
957cf5b21cf7,rm0366,1,rm0366/1/flash_keyr,flash,keyr,write,"[""FKEYR""]",[],[],error,"Wrong key sequence locks the FPEC and FLASH_CR register until the next reset, and generates a bus error.",An unlocking sequence should be written to the FLASH_KEYR register to open the access to the FLASH_CR register. This sequence consists of two write operations into FLASH_KEYR register: 1) Write KEY1 = 0x45670123 2) Write KEY2 = 0xCDEF89AB. Any wrong sequence locks up the FPEC and the FLASH_CR register until the next reset.,1,empty_conditions,,
10a46093c223,rm0366,1,rm0366/1/flash_sr,flash,sr,write,[],"[{""register_name"":""FLASH_SR"",""field_name"":""BSY"",""required_state"":""cleared""}]",[],error,Write access is blocked while BSY is set,Write access to this register is blocked when the BSY bit in the FLASH_SR register is set.,1,,,
b5264b4c1b4e,rm0366,1,rm0366/1/gpioa_lckr,gpioa,lckr,write,"[""LCKK""]",[],[],error,Improper lock sequence aborts the lock operation,"It can only be modified using the lock key write sequence: WR LCKR[16]=1+LCKR[15:0]; WR LCKR[16]=0+LCKR[15:0]; WR LCKR[16]=1+LCKR[15:0]; During the LOCK key write sequence, the value of LCK[15:0] must not change.",1,empty_conditions,,
dac765992678,rm0366,1,rm0366/1/gpioa_lckr,gpioa,lckr,write,"[""LCK""]","[{""register_name"":""GPIOA_LCKR"",""field_name"":""LCKK"",""required_state"":""cleared""}]",[],error,Write to LCK bits is ignored or may cause undefined behavior if LCKK is set,These bits are read/write but can only be written when the LCKK bit is 0.,1,,,
a674c66022b6,rm0366,1,rm0366/1/gpiob_lckr,gpiob,lckr,write,"[""LCK[15:0]""]","[{""register_name"":""GPIOB_LCKR"",""field_name"":""LCKK"",""required_state"":""cleared""}]",[],error,Write to lock bits is ignored or lock fails if LCKK is set,These bits are read/write but can only be written when the LCKK bit is 0.,1,,,
8a4fa1da129c,rm0366,1,rm0366/1/gpioc_lckr,gpioc,lckr,write,"[""LCKK""]",[],[],error,Improper modification of LCKK without following the lock‑key write sequence aborts the lock operation.,LCKK can only be modified using the lock key write sequence.,1,empty_conditions,,
f4ad0ea29ae3,rm0366,1,rm0366/1/gpioc_lckr,gpioc,lckr,write,"[""LCK""]","[{""register_name"":""GPIOC_LCKR"",""field_name"":""LCKK"",""required_state"":""cleared""}]",[],error,Write to LCK bits ignored if LCKK is set; configuration lock cannot be changed.,These bits are read/write but can only be written when the LCKK bit is 0.,1,,,
dab44585f861,rm0366,1,rm0366/1/gpiod_lckr,gpiod,lckr,write,"[""LCK""]","[{""register_name"":""GPIOD_LCKR"",""field_name"":""LCKK"",""required_state"":""cleared""}]",[],error,Write to LCK bits is ignored or may abort the lock sequence if LCKK is set,These bits are read/write but can only be written when the LCKK bit is 0.,1,,,
c880208a5ae9,rm0366,1,rm0366/1/gpiof_lckr,gpiof,lckr,write,[],[],[],error,Incorrect lock sequence aborts the lock operation,"Lock key write sequence: WR LCKR[16] = 1 + LCKR[15:0]; WR LCKR[16] = 0 + LCKR[15:0]; WR LCKR[16] = 1 + LCKR[15:0]; During the LOCK key write sequence, the value of LCK[15:0] must not change.",1,empty_conditions,,
48bb69ed3700,rm0366,1,rm0366/1/i2c1_timeoutr,i2c1,timeoutr,write,"[""TIMEOUTA[11:0]"",""TIMEOUTB[11:0]""]","[{""register_name"":""I2C_TIMEOUTR"",""field_name"":""TEXTEN"",""required_state"":""cleared""}]",[],error,Writing TIMEOUTA or TIMEOUTB while TEXTEN is set is not allowed.,These bits can be written only when TEXTEN = 0.,1,,,
926e5bed5e58,rm0366,1,rm0366/1/i2c1_txdr,i2c1,txdr,write,"[""TXDATA""]","[{""register_name"":""I2C_ISR"",""field_name"":""TXE"",""required_state"":""set""}]",[],error,Writing TXDATA while TXE = 0 may corrupt transmit data,These bits can be written only when TXE = 1.,3,,,
0610cd2d9505,rm0366,1,rm0366/1/i2s2ext_rxcrcr,i2s2ext,rxcrcr,read,"[""RXCRC""]","[{""register_name"":""SPIx_SR"",""field_name"":""BSY"",""required_state"":""cleared""}]",[],warning,Read may return incorrect value,A read to this register when the BSY Flag is set could return an incorrect value.,2,,,
efe98a8215ea,rm0366,1,rm0366/1/i2s3ext_txcrcr,i2s3ext,txcrcr,read,"[""TXCRC""]","[{""register_name"":""SPIx_SR"",""field_name"":""BSY"",""required_state"":""cleared""}]",[],warning,Read may return an incorrect value if BSY flag is set,A read to this register when the BSY flag is set could return an incorrect value.,1,,,
