generator_directory,error_type,peripheral,register,field_name,key,correct_value,generated_value
23,missing,fsmc,bcr3,waitpol,bit_offset,9,
23,missing,fsmc,bcr3,waitpol,access,read-write,
23,missing,fsmc,bcr3,waitpol,bit_width,1,
23,missing,fsmc,bcr3,wrapmod,bit_offset,10,
23,missing,fsmc,bcr3,wrapmod,access,read-write,
23,missing,fsmc,bcr3,wrapmod,bit_width,1,
23,missing,fsmc,bcr3,wren,bit_offset,12,
23,missing,fsmc,bcr3,wren,access,read-write,
23,missing,fsmc,bcr3,wren,bit_width,1,
23,missing,fsmc,bcr3,cpsize,bit_offset,16,
23,missing,fsmc,bcr3,cpsize,bit_width,3,
23,missing,fsmc,bcr4,asyncwait,bit_offset,15,
23,missing,fsmc,bcr4,asyncwait,access,read-write,
23,missing,fsmc,bcr4,asyncwait,bit_width,1,
23,missing,fsmc,bcr4,bursten,bit_offset,8,
23,missing,fsmc,bcr4,bursten,access,read-write,
23,missing,fsmc,bcr4,bursten,bit_width,1,
23,missing,fsmc,bcr4,cburstrw,bit_offset,19,
23,missing,fsmc,bcr4,cburstrw,access,read-write,
23,missing,fsmc,bcr4,cburstrw,bit_width,1,
23,missing,fsmc,bcr4,extmod,bit_offset,14,
23,missing,fsmc,bcr4,extmod,access,read-write,
23,missing,fsmc,bcr4,extmod,bit_width,1,
23,missing,fsmc,bcr4,faccen,bit_offset,6,
23,missing,fsmc,bcr4,faccen,access,read-write,
23,missing,fsmc,bcr4,faccen,bit_width,1,
23,missing,fsmc,bcr4,mbken,bit_offset,0,
23,missing,fsmc,bcr4,mbken,access,read-write,
23,missing,fsmc,bcr4,mbken,bit_width,1,
23,missing,fsmc,bcr4,mtyp,bit_offset,2,
23,missing,fsmc,bcr4,mtyp,access,read-write,
23,missing,fsmc,bcr4,mtyp,bit_width,2,
23,missing,fsmc,bcr4,muxen,bit_offset,1,
23,missing,fsmc,bcr4,muxen,access,read-write,
23,missing,fsmc,bcr4,muxen,bit_width,1,
23,missing,fsmc,bcr4,mwid,bit_offset,4,
23,missing,fsmc,bcr4,mwid,access,read-write,
23,missing,fsmc,bcr4,mwid,bit_width,2,
23,missing,fsmc,bcr4,waitcfg,bit_offset,11,
23,missing,fsmc,bcr4,waitcfg,access,read-write,
23,missing,fsmc,bcr4,waitcfg,bit_width,1,
23,missing,fsmc,bcr4,waiten,bit_offset,13,
23,missing,fsmc,bcr4,waiten,access,read-write,
23,missing,fsmc,bcr4,waiten,bit_width,1,
23,missing,fsmc,bcr4,waitpol,bit_offset,9,
23,missing,fsmc,bcr4,waitpol,access,read-write,
23,missing,fsmc,bcr4,waitpol,bit_width,1,
23,missing,fsmc,bcr4,wrapmod,bit_offset,10,
23,missing,fsmc,bcr4,wrapmod,access,read-write,
23,missing,fsmc,bcr4,wrapmod,bit_width,1,
23,missing,fsmc,bcr4,wren,bit_offset,12,
23,missing,fsmc,bcr4,wren,access,read-write,
23,missing,fsmc,bcr4,wren,bit_width,1,
23,missing,fsmc,bcr4,cpsize,bit_offset,16,
23,missing,fsmc,bcr4,cpsize,bit_width,3,
23,wrong,fsmc,btr1,,reset_value,0x0FFFFFFF,0x0FFF FFFF
23,wrong,fsmc,btr2,,reset_value,0x0FFFFFFF,0x0FFF FFFF
23,wrong,fsmc,btr3,,reset_value,0x0FFFFFFF,0x0FFF FFFF
23,wrong,fsmc,btr4,,reset_value,0x0FFFFFFF,0x0FFF FFFF
23,wrong,fsmc,bwtr1,,reset_value,0xFFFFFFF,0x0FFF FFFF
23,wrong,fsmc,bwtr2,,reset_value,0xFFFFFFF,0x0FFF FFFF
23,wrong,fsmc,bwtr3,,reset_value,0xFFFFFFF,0x0FFF FFFF
23,wrong,fsmc,bwtr4,,reset_value,0xFFFFFFF,0x0FFF FFFF
23,wrong,iwdg,kr,,reset_value,0x00000000,None
23,wrong,pwr,cr,csbf,access,read-write,write-only
23,wrong,pwr,cr,cwuf,access,read-write,write-only
23,missing,rcc,ahbenr,,address_offset,0x14,
23,missing,rcc,ahbenr,,reset_value,0x00000014,
23,missing,rcc,ahbenr,,size,32,
23,missing,rcc,ahbenr,crcen,bit_offset,6,
23,missing,rcc,ahbenr,crcen,access,read-write,
23,missing,rcc,ahbenr,crcen,bit_width,1,
23,missing,rcc,ahbenr,dma1en,bit_offset,0,
23,missing,rcc,ahbenr,dma1en,access,read-write,
23,missing,rcc,ahbenr,dma1en,bit_width,1,
23,missing,rcc,ahbenr,dma2en,bit_offset,1,
23,missing,rcc,ahbenr,dma2en,access,read-write,
23,missing,rcc,ahbenr,dma2en,bit_width,1,
23,missing,rcc,ahbenr,flitfen,bit_offset,4,
23,missing,rcc,ahbenr,flitfen,access,read-write,
23,missing,rcc,ahbenr,flitfen,bit_width,1,
23,missing,rcc,ahbenr,fsmcen,bit_offset,8,
23,missing,rcc,ahbenr,fsmcen,access,read-write,
23,missing,rcc,ahbenr,fsmcen,bit_width,1,
23,missing,rcc,ahbenr,sramen,bit_offset,2,
23,missing,rcc,ahbenr,sramen,access,read-write,
23,missing,rcc,ahbenr,sramen,bit_width,1,
23,wrong,rcc,apb1enr,tim12en,bit_offset,6,8
23,wrong,rcc,apb1enr,tim13en,bit_offset,7,9
23,wrong,rcc,apb1enr,tim14en,bit_offset,8,10
23,wrong,rcc,apb1enr,tim2en,bit_offset,0,2
23,wrong,rcc,apb1enr,tim3en,bit_offset,1,3
23,wrong,rcc,apb1enr,tim4en,bit_offset,2,4
23,wrong,rcc,apb1enr,tim5en,bit_offset,3,5
23,wrong,rcc,apb1enr,tim6en,bit_offset,4,6
23,wrong,rcc,apb1enr,tim7en,bit_offset,5,7
23,missing,rcc,apb1rstr,,address_offset,0x10,
23,missing,rcc,apb1rstr,,reset_value,0x00000000,
23,missing,rcc,apb1rstr,,size,32,
23,missing,rcc,apb1rstr,bkprst,bit_offset,27,
23,missing,rcc,apb1rstr,bkprst,access,read-write,
23,missing,rcc,apb1rstr,bkprst,bit_width,1,
23,missing,rcc,apb1rstr,cecrst,bit_offset,30,
23,missing,rcc,apb1rstr,cecrst,access,read-write,
23,missing,rcc,apb1rstr,cecrst,bit_width,1,
23,missing,rcc,apb1rstr,dacrst,bit_offset,29,
23,missing,rcc,apb1rstr,dacrst,access,read-write,
23,missing,rcc,apb1rstr,dacrst,bit_width,1,
23,missing,rcc,apb1rstr,i2c1rst,bit_offset,21,
23,missing,rcc,apb1rstr,i2c1rst,access,read-write,
23,missing,rcc,apb1rstr,i2c1rst,bit_width,1,
23,missing,rcc,apb1rstr,i2c2rst,bit_offset,22,
23,missing,rcc,apb1rstr,i2c2rst,access,read-write,
23,missing,rcc,apb1rstr,i2c2rst,bit_width,1,
23,missing,rcc,apb1rstr,pwrrst,bit_offset,28,
23,missing,rcc,apb1rstr,pwrrst,access,read-write,
23,missing,rcc,apb1rstr,pwrrst,bit_width,1,
23,missing,rcc,apb1rstr,spi2rst,bit_offset,14,
23,missing,rcc,apb1rstr,spi2rst,access,read-write,
23,missing,rcc,apb1rstr,spi2rst,bit_width,1,
23,missing,rcc,apb1rstr,spi3rst,bit_offset,15,
23,missing,rcc,apb1rstr,spi3rst,access,read-write,
23,missing,rcc,apb1rstr,spi3rst,bit_width,1,
23,missing,rcc,apb1rstr,tim12rst,bit_offset,6,
23,missing,rcc,apb1rstr,tim12rst,access,read-write,
23,missing,rcc,apb1rstr,tim12rst,bit_width,1,
23,missing,rcc,apb1rstr,tim13rst,bit_offset,7,
23,missing,rcc,apb1rstr,tim13rst,access,read-write,
23,missing,rcc,apb1rstr,tim13rst,bit_width,1,
23,missing,rcc,apb1rstr,tim14rst,bit_offset,8,
23,missing,rcc,apb1rstr,tim14rst,access,read-write,
23,missing,rcc,apb1rstr,tim14rst,bit_width,1,
23,missing,rcc,apb1rstr,tim2rst,bit_offset,0,
23,missing,rcc,apb1rstr,tim2rst,access,read-write,
23,missing,rcc,apb1rstr,tim2rst,bit_width,1,
23,missing,rcc,apb1rstr,tim3rst,bit_offset,1,
23,missing,rcc,apb1rstr,tim3rst,access,read-write,
23,missing,rcc,apb1rstr,tim3rst,bit_width,1,
23,missing,rcc,apb1rstr,tim4rst,bit_offset,2,
23,missing,rcc,apb1rstr,tim4rst,access,read-write,
23,missing,rcc,apb1rstr,tim4rst,bit_width,1,
23,missing,rcc,apb1rstr,tim5rst,bit_offset,3,
23,missing,rcc,apb1rstr,tim5rst,access,read-write,
23,missing,rcc,apb1rstr,tim5rst,bit_width,1,
23,missing,rcc,apb1rstr,tim6rst,bit_offset,4,
23,missing,rcc,apb1rstr,tim6rst,access,read-write,
23,missing,rcc,apb1rstr,tim6rst,bit_width,1,
23,missing,rcc,apb1rstr,tim7rst,bit_offset,5,
23,missing,rcc,apb1rstr,tim7rst,access,read-write,
23,missing,rcc,apb1rstr,tim7rst,bit_width,1,
23,missing,rcc,apb1rstr,usart2rst,bit_offset,17,
23,missing,rcc,apb1rstr,usart2rst,access,read-write,
23,missing,rcc,apb1rstr,usart2rst,bit_width,1,
23,missing,rcc,apb1rstr,usart3rst,bit_offset,18,
23,missing,rcc,apb1rstr,usart3rst,access,read-write,
23,missing,rcc,apb1rstr,usart3rst,bit_width,1,
23,missing,rcc,apb1rstr,wwdgrst,bit_offset,11,
23,missing,rcc,apb1rstr,wwdgrst,access,read-write,
23,missing,rcc,apb1rstr,wwdgrst,bit_width,1,
23,missing,rcc,apb1rstr,usart4rst,bit_offset,19,
23,missing,rcc,apb1rstr,usart4rst,access,read-write,
23,missing,rcc,apb1rstr,usart4rst,bit_width,1,
23,missing,rcc,apb1rstr,usart5rst,bit_offset,20,
23,missing,rcc,apb1rstr,usart5rst,access,read-write,
23,missing,rcc,apb1rstr,usart5rst,bit_width,1,
23,missing,rcc,apb1rstr,uart4rst,bit_offset,19,
23,missing,rcc,apb1rstr,uart4rst,bit_width,1,
23,missing,rcc,apb1rstr,uart5rst,bit_offset,20,
23,missing,rcc,apb1rstr,uart5rst,bit_width,1,
23,missing,rcc,apb2rstr,,address_offset,0xC,
23,missing,rcc,apb2rstr,,reset_value,0x000000000,
23,missing,rcc,apb2rstr,,size,32,
23,missing,rcc,apb2rstr,afiorst,bit_offset,0,
23,missing,rcc,apb2rstr,afiorst,access,read-write,
23,missing,rcc,apb2rstr,afiorst,bit_width,1,
23,missing,rcc,apb2rstr,ioparst,bit_offset,2,
23,missing,rcc,apb2rstr,ioparst,access,read-write,
23,missing,rcc,apb2rstr,ioparst,bit_width,1,
23,missing,rcc,apb2rstr,iopbrst,bit_offset,3,
23,missing,rcc,apb2rstr,iopbrst,access,read-write,
23,missing,rcc,apb2rstr,iopbrst,bit_width,1,
23,missing,rcc,apb2rstr,iopcrst,bit_offset,4,
23,missing,rcc,apb2rstr,iopcrst,access,read-write,
23,missing,rcc,apb2rstr,iopcrst,bit_width,1,
23,missing,rcc,apb2rstr,iopdrst,bit_offset,5,
23,missing,rcc,apb2rstr,iopdrst,access,read-write,
23,missing,rcc,apb2rstr,iopdrst,bit_width,1,
23,missing,rcc,apb2rstr,ioperst,bit_offset,6,
23,missing,rcc,apb2rstr,ioperst,access,read-write,
23,missing,rcc,apb2rstr,ioperst,bit_width,1,
23,missing,rcc,apb2rstr,iopfrst,bit_offset,7,
23,missing,rcc,apb2rstr,iopfrst,access,read-write,
23,missing,rcc,apb2rstr,iopfrst,bit_width,1,
23,missing,rcc,apb2rstr,iopgrst,bit_offset,8,
23,missing,rcc,apb2rstr,iopgrst,access,read-write,
23,missing,rcc,apb2rstr,iopgrst,bit_width,1,
23,missing,rcc,apb2rstr,spi1rst,bit_offset,12,
23,missing,rcc,apb2rstr,spi1rst,access,read-write,
23,missing,rcc,apb2rstr,spi1rst,bit_width,1,
23,missing,rcc,apb2rstr,tim15rst,bit_offset,16,
23,missing,rcc,apb2rstr,tim15rst,access,read-write,
23,missing,rcc,apb2rstr,tim15rst,bit_width,1,
23,missing,rcc,apb2rstr,tim16rst,bit_offset,17,
23,missing,rcc,apb2rstr,tim16rst,access,read-write,
23,missing,rcc,apb2rstr,tim16rst,bit_width,1,
23,missing,rcc,apb2rstr,tim17rst,bit_offset,18,
23,missing,rcc,apb2rstr,tim17rst,access,read-write,
23,missing,rcc,apb2rstr,tim17rst,bit_width,1,
23,missing,rcc,apb2rstr,tim1rst,bit_offset,11,
23,missing,rcc,apb2rstr,tim1rst,access,read-write,
23,missing,rcc,apb2rstr,tim1rst,bit_width,1,
23,missing,rcc,apb2rstr,usart1rst,bit_offset,14,
23,missing,rcc,apb2rstr,usart1rst,access,read-write,
23,missing,rcc,apb2rstr,usart1rst,bit_width,1,
23,missing,rcc,apb2rstr,adc1rst,bit_offset,9,
23,missing,rcc,apb2rstr,adc1rst,access,read-write,
23,missing,rcc,apb2rstr,adc1rst,bit_width,1,
23,missing,rcc,cfgr,,address_offset,0x4,
23,missing,rcc,cfgr,,reset_value,0x00000000,
23,missing,rcc,cfgr,,size,32,
23,missing,rcc,cfgr,adcpre,bit_offset,14,
23,missing,rcc,cfgr,adcpre,access,read-write,
23,missing,rcc,cfgr,adcpre,bit_width,2,
23,missing,rcc,cfgr,hpre,bit_offset,4,
23,missing,rcc,cfgr,hpre,access,read-write,
23,missing,rcc,cfgr,hpre,bit_width,4,
23,missing,rcc,cfgr,mco,bit_offset,24,
23,missing,rcc,cfgr,mco,access,read-write,
23,missing,rcc,cfgr,mco,bit_width,3,
23,missing,rcc,cfgr,pllmul,bit_offset,18,
23,missing,rcc,cfgr,pllmul,access,read-write,
23,missing,rcc,cfgr,pllmul,bit_width,4,
23,missing,rcc,cfgr,pllsrc,bit_offset,16,
23,missing,rcc,cfgr,pllsrc,access,read-write,
23,missing,rcc,cfgr,pllsrc,bit_width,1,
23,missing,rcc,cfgr,pllxtpre,bit_offset,17,
23,missing,rcc,cfgr,pllxtpre,access,read-write,
23,missing,rcc,cfgr,pllxtpre,bit_width,1,
23,missing,rcc,cfgr,ppre1,bit_offset,8,
23,missing,rcc,cfgr,ppre1,access,read-write,
23,missing,rcc,cfgr,ppre1,bit_width,3,
23,missing,rcc,cfgr,ppre2,bit_offset,11,
23,missing,rcc,cfgr,ppre2,access,read-write,
23,missing,rcc,cfgr,ppre2,bit_width,3,
23,missing,rcc,cfgr,sw,bit_offset,0,
23,missing,rcc,cfgr,sw,access,read-write,
23,missing,rcc,cfgr,sw,bit_width,2,
23,missing,rcc,cfgr,sws,bit_offset,2,
23,missing,rcc,cfgr,sws,access,read-only,
23,missing,rcc,cfgr,sws,bit_width,2,
23,missing,rcc,cfgr2,,address_offset,0x2C,
23,missing,rcc,cfgr2,,reset_value,0x00000000,
23,missing,rcc,cfgr2,,size,32,
23,missing,rcc,cfgr2,prediv1,bit_offset,0,
23,missing,rcc,cfgr2,prediv1,access,read-write,
23,missing,rcc,cfgr2,prediv1,bit_width,4,
23,missing,rcc,cir,,address_offset,0x8,
23,missing,rcc,cir,,reset_value,0x00000000,
23,missing,rcc,cir,,size,32,
23,missing,rcc,cir,cssc,bit_offset,23,
23,missing,rcc,cir,cssc,access,write-only,
23,missing,rcc,cir,cssc,bit_width,1,
23,missing,rcc,cir,cssf,bit_offset,7,
23,missing,rcc,cir,cssf,access,read-only,
23,missing,rcc,cir,cssf,bit_width,1,
23,missing,rcc,cir,hserdyc,bit_offset,19,
23,missing,rcc,cir,hserdyc,access,write-only,
23,missing,rcc,cir,hserdyc,bit_width,1,
23,missing,rcc,cir,hserdyf,bit_offset,3,
23,missing,rcc,cir,hserdyf,access,read-only,
23,missing,rcc,cir,hserdyf,bit_width,1,
23,missing,rcc,cir,hserdyie,bit_offset,11,
23,missing,rcc,cir,hserdyie,access,read-write,
23,missing,rcc,cir,hserdyie,bit_width,1,
23,missing,rcc,cir,hsirdyc,bit_offset,18,
23,missing,rcc,cir,hsirdyc,access,write-only,
23,missing,rcc,cir,hsirdyc,bit_width,1,
23,missing,rcc,cir,hsirdyf,bit_offset,2,
23,missing,rcc,cir,hsirdyf,access,read-only,
23,missing,rcc,cir,hsirdyf,bit_width,1,
23,missing,rcc,cir,hsirdyie,bit_offset,10,
23,missing,rcc,cir,hsirdyie,access,read-write,
23,missing,rcc,cir,hsirdyie,bit_width,1,
23,missing,rcc,cir,lserdyc,bit_offset,17,
23,missing,rcc,cir,lserdyc,access,write-only,
23,missing,rcc,cir,lserdyc,bit_width,1,
23,missing,rcc,cir,lserdyf,bit_offset,1,
23,missing,rcc,cir,lserdyf,access,read-only,
23,missing,rcc,cir,lserdyf,bit_width,1,
23,missing,rcc,cir,lserdyie,bit_offset,9,
23,missing,rcc,cir,lserdyie,access,read-write,
23,missing,rcc,cir,lserdyie,bit_width,1,
23,missing,rcc,cir,lsirdyc,bit_offset,16,
23,missing,rcc,cir,lsirdyc,access,write-only,
23,missing,rcc,cir,lsirdyc,bit_width,1,
23,missing,rcc,cir,lsirdyf,bit_offset,0,
23,missing,rcc,cir,lsirdyf,access,read-only,
23,missing,rcc,cir,lsirdyf,bit_width,1,
23,missing,rcc,cir,lsirdyie,bit_offset,8,
23,missing,rcc,cir,lsirdyie,access,read-write,
23,missing,rcc,cir,lsirdyie,bit_width,1,
23,missing,rcc,cir,pllrdyc,bit_offset,20,
23,missing,rcc,cir,pllrdyc,access,write-only,
23,missing,rcc,cir,pllrdyc,bit_width,1,
23,missing,rcc,cir,pllrdyf,bit_offset,4,
23,missing,rcc,cir,pllrdyf,access,read-only,
23,missing,rcc,cir,pllrdyf,bit_width,1,
23,missing,rcc,cir,pllrdyie,bit_offset,12,
23,missing,rcc,cir,pllrdyie,access,read-write,
23,missing,rcc,cir,pllrdyie,bit_width,1,
23,missing,rcc,cr,,address_offset,0x0,
23,missing,rcc,cr,,reset_value,0x83,
23,missing,rcc,cr,,size,32,
23,missing,rcc,cr,csson,bit_offset,19,
23,missing,rcc,cr,csson,access,read-write,
23,missing,rcc,cr,csson,bit_width,1,
23,missing,rcc,cr,hsebyp,bit_offset,18,
23,missing,rcc,cr,hsebyp,access,read-write,
23,missing,rcc,cr,hsebyp,bit_width,1,
23,missing,rcc,cr,hseon,bit_offset,16,
23,missing,rcc,cr,hseon,access,read-write,
23,missing,rcc,cr,hseon,bit_width,1,
23,missing,rcc,cr,hserdy,bit_offset,17,
23,missing,rcc,cr,hserdy,access,read-only,
23,missing,rcc,cr,hserdy,bit_width,1,
23,missing,rcc,cr,hsical,bit_offset,8,
23,missing,rcc,cr,hsical,access,read-only,
23,missing,rcc,cr,hsical,bit_width,8,
23,missing,rcc,cr,hsion,bit_offset,0,
23,missing,rcc,cr,hsion,access,read-write,
23,missing,rcc,cr,hsion,bit_width,1,
23,missing,rcc,cr,hsirdy,bit_offset,1,
23,missing,rcc,cr,hsirdy,access,read-only,
23,missing,rcc,cr,hsirdy,bit_width,1,
23,missing,rcc,cr,hsitrim,bit_offset,3,
23,missing,rcc,cr,hsitrim,access,read-write,
23,missing,rcc,cr,hsitrim,bit_width,5,
23,missing,rcc,cr,pllon,bit_offset,24,
23,missing,rcc,cr,pllon,access,read-write,
23,missing,rcc,cr,pllon,bit_width,1,
23,missing,rcc,cr,pllrdy,bit_offset,25,
23,missing,rcc,cr,pllrdy,access,read-only,
23,missing,rcc,cr,pllrdy,bit_width,1,
23,missing,rcc,csr,,address_offset,0x24,
23,missing,rcc,csr,,reset_value,0x0C000000,
23,missing,rcc,csr,,size,32,
23,missing,rcc,csr,iwdgrstf,bit_offset,29,
23,missing,rcc,csr,iwdgrstf,access,read-write,
23,missing,rcc,csr,iwdgrstf,bit_width,1,
23,missing,rcc,csr,lpwrrstf,bit_offset,31,
23,missing,rcc,csr,lpwrrstf,access,read-write,
23,missing,rcc,csr,lpwrrstf,bit_width,1,
23,missing,rcc,csr,lsion,bit_offset,0,
23,missing,rcc,csr,lsion,access,read-write,
23,missing,rcc,csr,lsion,bit_width,1,
23,missing,rcc,csr,lsirdy,bit_offset,1,
23,missing,rcc,csr,lsirdy,access,read-only,
23,missing,rcc,csr,lsirdy,bit_width,1,
23,missing,rcc,csr,rmvf,bit_offset,24,
23,missing,rcc,csr,rmvf,access,read-write,
23,missing,rcc,csr,rmvf,bit_width,1,
23,missing,rcc,csr,sftrstf,bit_offset,28,
23,missing,rcc,csr,sftrstf,access,read-write,
23,missing,rcc,csr,sftrstf,bit_width,1,
23,missing,rcc,csr,wwdgrstf,bit_offset,30,
23,missing,rcc,csr,wwdgrstf,access,read-write,
23,missing,rcc,csr,wwdgrstf,bit_width,1,
23,missing,rcc,csr,pinrstf,bit_offset,26,
23,missing,rcc,csr,pinrstf,access,read-write,
23,missing,rcc,csr,pinrstf,bit_width,1,
23,missing,rcc,csr,porrstf,bit_offset,27,
23,missing,rcc,csr,porrstf,access,read-write,
23,missing,rcc,csr,porrstf,bit_width,1,
23,missing,rtc,alrh,alrh,bit_offset,0,
23,missing,rtc,alrh,alrh,access,write-only,
23,missing,rtc,alrh,alrh,bit_width,16,
23,missing,rtc,alrl,alrl,bit_offset,0,
23,missing,rtc,alrl,alrl,access,write-only,
23,missing,rtc,alrl,alrl,bit_width,16,
23,missing,rtc,cnth,cnth,bit_offset,0,
23,missing,rtc,cnth,cnth,access,read-write,
23,missing,rtc,cnth,cnth,bit_width,16,
23,missing,rtc,cntl,cntl,bit_offset,0,
23,missing,rtc,cntl,cntl,access,read-write,
23,missing,rtc,cntl,cntl,bit_width,16,
23,missing,rtc,divh,divh,bit_offset,0,
23,missing,rtc,divh,divh,access,read-only,
23,missing,rtc,divh,divh,bit_width,4,
23,missing,rtc,divl,divl,bit_offset,0,
23,missing,rtc,divl,divl,access,read-only,
23,missing,rtc,divl,divl,bit_width,16,
23,missing,tim1,bdtr,,address_offset,0x44,
23,missing,tim1,bdtr,,reset_value,0x0000,
23,missing,tim1,bdtr,,size,16,
23,missing,tim1,bdtr,aoe,bit_offset,14,
23,missing,tim1,bdtr,aoe,access,read-write,
23,missing,tim1,bdtr,aoe,bit_width,1,
23,missing,tim1,bdtr,bke,bit_offset,12,
23,missing,tim1,bdtr,bke,access,read-write,
23,missing,tim1,bdtr,bke,bit_width,1,
23,missing,tim1,bdtr,bkp,bit_offset,13,
23,missing,tim1,bdtr,bkp,access,read-write,
23,missing,tim1,bdtr,bkp,bit_width,1,
23,missing,tim1,bdtr,dtg,bit_offset,0,
23,missing,tim1,bdtr,dtg,access,read-write,
23,missing,tim1,bdtr,dtg,bit_width,8,
23,missing,tim1,bdtr,lock,bit_offset,8,
23,missing,tim1,bdtr,lock,access,read-write,
23,missing,tim1,bdtr,lock,bit_width,2,
23,missing,tim1,bdtr,moe,bit_offset,15,
23,missing,tim1,bdtr,moe,access,read-write,
23,missing,tim1,bdtr,moe,bit_width,1,
23,missing,tim1,bdtr,ossi,bit_offset,10,
23,missing,tim1,bdtr,ossi,access,read-write,
23,missing,tim1,bdtr,ossi,bit_width,1,
23,missing,tim1,bdtr,ossr,bit_offset,11,
23,missing,tim1,bdtr,ossr,access,read-write,
23,missing,tim1,bdtr,ossr,bit_width,1,
23,missing,tim1,ccer,cc1ne,bit_offset,2,
23,missing,tim1,ccer,cc1ne,access,read-write,
23,missing,tim1,ccer,cc1ne,bit_width,1,
23,missing,tim1,ccer,cc2e,bit_offset,4,
23,missing,tim1,ccer,cc2e,access,read-write,
23,missing,tim1,ccer,cc2e,bit_width,1,
23,missing,tim1,ccer,cc2ne,bit_offset,6,
23,missing,tim1,ccer,cc2ne,access,read-write,
23,missing,tim1,ccer,cc2ne,bit_width,1,
23,missing,tim1,ccer,cc2np,bit_offset,7,
23,missing,tim1,ccer,cc2np,access,read-write,
23,missing,tim1,ccer,cc2np,bit_width,1,
23,missing,tim1,ccer,cc2p,bit_offset,5,
23,missing,tim1,ccer,cc2p,access,read-write,
23,missing,tim1,ccer,cc2p,bit_width,1,
23,missing,tim1,ccer,cc3e,bit_offset,8,
23,missing,tim1,ccer,cc3e,access,read-write,
23,missing,tim1,ccer,cc3e,bit_width,1,
23,missing,tim1,ccer,cc3ne,bit_offset,10,
23,missing,tim1,ccer,cc3ne,access,read-write,
23,missing,tim1,ccer,cc3ne,bit_width,1,
23,missing,tim1,ccer,cc3np,bit_offset,11,
23,missing,tim1,ccer,cc3np,access,read-write,
23,missing,tim1,ccer,cc3np,bit_width,1,
23,missing,tim1,ccer,cc3p,bit_offset,9,
23,missing,tim1,ccer,cc3p,access,read-write,
23,missing,tim1,ccer,cc3p,bit_width,1,
23,missing,tim1,ccer,cc4e,bit_offset,12,
23,missing,tim1,ccer,cc4e,access,read-write,
23,missing,tim1,ccer,cc4e,bit_width,1,
23,missing,tim1,ccer,cc4p,bit_offset,13,
23,missing,tim1,ccer,cc4p,access,read-write,
23,missing,tim1,ccer,cc4p,bit_width,1,
23,missing,tim1,ccmr1_input,cc1s,access,read-write,
23,missing,tim1,ccmr1_input,cc2s,access,read-write,
23,missing,tim1,ccmr1_input,ic1f,access,read-write,
23,missing,tim1,ccmr1_input,ic2f,access,read-write,
23,missing,tim1,ccmr1_input,ic2pcs,access,read-write,
23,missing,tim1,ccmr1_input,icpcs,access,read-write,
23,missing,tim1,ccmr1_output,cc1s,access,read-write,
23,missing,tim1,ccmr1_output,cc2s,access,read-write,
23,missing,tim1,ccmr1_output,oc1ce,access,read-write,
23,missing,tim1,ccmr1_output,oc1fe,access,read-write,
23,missing,tim1,ccmr1_output,oc1m,access,read-write,
23,missing,tim1,ccmr1_output,oc1pe,access,read-write,
23,missing,tim1,ccmr1_output,oc2ce,access,read-write,
23,missing,tim1,ccmr1_output,oc2fe,access,read-write,
23,missing,tim1,ccmr1_output,oc2m,access,read-write,
23,missing,tim1,ccmr1_output,oc2pe,access,read-write,
23,missing,tim1,ccmr2_input,cc3s,access,read-write,
23,missing,tim1,ccmr2_input,cc4s,access,read-write,
23,missing,tim1,ccmr2_input,ic3f,access,read-write,
23,missing,tim1,ccmr2_input,ic3psc,access,read-write,
23,missing,tim1,ccmr2_input,ic4f,access,read-write,
23,missing,tim1,ccmr2_input,ic4psc,access,read-write,
23,missing,tim1,ccmr2_output,cc3s,access,read-write,
23,missing,tim1,ccmr2_output,cc4s,access,read-write,
23,missing,tim1,ccmr2_output,oc3ce,access,read-write,
23,missing,tim1,ccmr2_output,oc3fe,access,read-write,
23,missing,tim1,ccmr2_output,oc3m,access,read-write,
23,missing,tim1,ccmr2_output,oc3pe,access,read-write,
23,missing,tim1,ccmr2_output,oc4ce,access,read-write,
23,missing,tim1,ccmr2_output,oc4fe,access,read-write,
23,missing,tim1,ccmr2_output,oc4m,access,read-write,
23,missing,tim1,ccmr2_output,oc4pe,access,read-write,
23,wrong,tim1,ccr1,ccr1,access,read-write,read-write / read-only
23,wrong,tim1,ccr3,ccr3,access,read-write,read-write / read-only
23,wrong,tim1,cr2,,address_offset,0x4,None
23,wrong,tim1,cr2,,reset_value,0x0000,None
23,wrong,tim1,cr2,,size,16,None
23,missing,tim1,cr2,ccds,bit_offset,3,
23,missing,tim1,cr2,ccds,access,read-write,
23,missing,tim1,cr2,ccds,bit_width,1,
23,missing,tim1,cr2,ccpc,bit_offset,0,
23,missing,tim1,cr2,ccpc,access,read-write,
23,missing,tim1,cr2,ccpc,bit_width,1,
23,missing,tim1,cr2,ccus,bit_offset,2,
23,missing,tim1,cr2,ccus,access,read-write,
23,missing,tim1,cr2,ccus,bit_width,1,
23,missing,tim1,cr2,mms,bit_offset,4,
23,missing,tim1,cr2,mms,access,read-write,
23,missing,tim1,cr2,mms,bit_width,3,
23,missing,tim1,cr2,ois1,bit_offset,8,
23,missing,tim1,cr2,ois1,access,read-write,
23,missing,tim1,cr2,ois1,bit_width,1,
23,missing,tim1,cr2,ois1n,bit_offset,9,
23,missing,tim1,cr2,ois1n,access,read-write,
23,missing,tim1,cr2,ois1n,bit_width,1,
